dmel	dana	dvir	dpse	dsec	dwil	dper	dyak	dsim	dere	dgri	dmoj
dmel-FBgn0033731	dana-FBgn0141802	dvir-FBgn0089897	dpse-FBgn0207175	dsec-FBgn0081118	dwil-FBgn0176267	dper-FBgn0223897	dyak-FBgn0149249	dsim-FBgn0230203	dere-FBgn0182646	dgri-FBgn0112490	dmoj-FBgn0128164
dmel-FBgn0033732	dana-FBgn0141803	dvir-FBgn0089898	dpse-FBgn0207176	dsec-FBgn0072131	dwil-FBgn0176268	dper-FBgn0223898	dyak-FBgn0149250	dsim-FBgn0230204	dere-FBgn0182647	dgri-FBgn0112492	dmoj-FBgn0128166
dmel-FBgn0033733	dana-FBgn0143218	dvir-FBgn0089103	dpse-FBgn0209445	dsec-FBgn0081344	dwil-FBgn0175246	dper-FBgn0223387	dyak-FBgn0278869	dsim-FBgn0148050	dere-FBgn0231124	dgri-FBgn0197123	dmoj-FBgn0114754
dmel-FBgn0033734	dana-FBgn0143228	dvir-FBgn0089899	dpse-FBgn0209455	dsec-FBgn0081121	dwil-FBgn0176270	dper-FBgn0223399	dyak-FBgn0148798	dsim-FBgn0230205	dere-FBgn0182648	dgri-FBgn0112493	dmoj-FBgn0128665
dmel-FBgn0033735	dana-FBgn0143229	dvir-FBgn0089900	dpse-FBgn0209456	dsec-FBgn0081125	dwil-FBgn0176271	dper-FBgn0222794	dyak-FBgn0148799	dsim-FBgn0230206	dere-FBgn0182649	dgri-FBgn0112494	dmoj-FBgn0128666
dmel-FBgn0033736	dana-FBgn0143217	dvir-FBgn0089102	dpse-FBgn0209444	dsec-FBgn0072129	dwil-FBgn0175245	dper-FBgn0222848	dyak-FBgn0148520	dsim-FBgn0231122	dere-FBgn0197122	dgri-FBgn0114751	dmoj-FBgn0128656
dmel-FBgn0033737	dana-FBgn0143216	dvir-FBgn0089101	dpse-FBgn0209443	dsec-FBgn0081342	dwil-FBgn0175244	dper-FBgn0222846	dyak-FBgn0148519	dsim-FBgn0231121	dere-FBgn0197120	dgri-FBgn0114750	dmoj-FBgn0128655
dmel-FBgn0033738	dana-FBgn0142612	dvir-FBgn0089488	dpse-FBgn0202244	dsec-FBgn0081341	dwil-FBgn0175243	dper-FBgn0217749	dyak-FBgn0154953	dsim-FBgn0068209	dere-FBgn0197119	dgri-FBgn0114749	dmoj-FBgn0127382
dmel-FBgn0033739	dana-FBgn0142408	dvir-FBgn0089550	dpse-FBgn0202236	dsec-FBgn0081128	dwil-FBgn0176273	dper-FBgn0224172	dyak-FBgn0154738	dsim-FBgn0230208	dere-FBgn0182651	dgri-FBgn0112496	dmoj-FBgn0129428
dmel-FBgn0033740	dana-FBgn0142611	dvir-FBgn0089487	dpse-FBgn0202243	dsec-FBgn0081339	dwil-FBgn0175241	dper-FBgn0224093	dyak-FBgn0154951	dsim-FBgn0231119	dere-FBgn0197117	dgri-FBgn0114747	dmoj-FBgn0127381
dmel-FBgn0033741	dana-FBgn0142484	dvir-FBgn0089552	dpse-FBgn0205246	dsec-FBgn0081141	dwil-FBgn0176276	dper-FBgn0219972	dyak-FBgn0147723	dsim-FBgn0230210	dere-FBgn0182654	dgri-FBgn0112498	dmoj-FBgn0128776
dmel-FBgn0033742	dana-FBgn0142485	dvir-FBgn0089553	dpse-FBgn0282187	dsec-FBgn0081146	dwil-FBgn0176277	dper-FBgn0220885	dyak-FBgn0147724	dsim-FBgn0230212	dere-FBgn0182655	dgri-FBgn0112499	dmoj-FBgn0128777
dmel-FBgn0033744	dana-FBgn0142486	dvir-FBgn0089554	dpse-FBgn0205257	dsec-FBgn0071638	dwil-FBgn0176278	dper-FBgn0219973	dyak-FBgn0230213	dsim-FBgn0182656	dere-FBgn0112500	dgri-FBgn0128778	dmoj-GI19749
dmel-FBgn0033748	dana-FBgn0142500	dvir-FBgn0089484	dpse-FBgn0205379	dsec-FBgn0081333	dwil-FBgn0175238	dper-FBgn0175237	dyak-FBgn0219830	dsim-FBgn0147823	dere-FBgn0231116	dgri-FBgn0197114	dmoj-FBgn0114744
dmel-FBgn0033749	dana-FBgn0142500	dvir-FBgn0089484	dpse-FBgn0205379	dsec-FBgn0081333	dwil-FBgn0175238	dper-FBgn0175237	dyak-FBgn0219830	dsim-FBgn0147823	dere-FBgn0231116	dgri-FBgn0197114	dmoj-FBgn0114744
dmel-FBgn0033750	dana-FBgn0142489	dvir-FBgn0089556	dpse-FBgn0205276	dsec-FBgn0072128	dwil-FBgn0176281	dper-FBgn0220969	dyak-FBgn0147726	dsim-FBgn0230215	dere-FBgn0182660	dgri-FBgn0112503	dmoj-FBgn0128781
dmel-FBgn0033751	dana-FBgn0142499	dvir-FBgn0089483	dpse-FBgn0205371	dsec-FBgn0081332	dwil-FBgn0175236	dper-FBgn0221478	dyak-FBgn0147822	dsim-FBgn0231115	dere-FBgn0197112	dgri-FBgn0114743	dmoj-FBgn0128031
dmel-FBgn0033752	dana-FBgn0141263	dvir-FBgn0090423	dpse-FBgn0208516	dsec-FBgn0081159	dwil-FBgn0176282	dper-FBgn0217678	dyak-FBgn0154695	dsim-FBgn0230216	dere-FBgn0182658	dgri-FBgn0112504	dmoj-FBgn0130197
dmel-FBgn0033753	dana-FBgn0141862	dvir-FBgn0090426	dpse-FBgn0209368	dsec-FBgn0081171	dwil-FBgn0176284	dper-FBgn0225263	dyak-FBgn0158897	dsim-FBgn0230218	dere-FBgn0182663	dgri-FBgn0112507	dmoj-FBgn0129497
dmel-FBgn0033754	dana-FBgn0143166	dvir-FBgn0088510	dpse-FBgn0207245	dsec-FBgn0081330	dwil-FBgn0175234	dper-FBgn0225045	dyak-FBgn0158881	dsim-FBgn0231112	dere-FBgn0197110	dgri-FBgn0114739	dmoj-FBgn0127306
dmel-FBgn0033755	dana-FBgn0141864	dvir-FBgn0090428	dpse-FBgn0209370	dsec-FBgn0081178	dwil-FBgn0176286	dper-FBgn0225114	dyak-FBgn0158899	dsim-FBgn0230220	dere-FBgn0182665	dgri-FBgn0112509	dmoj-FBgn0129499
dmel-FBgn0033756	dana-FBgn0176292	dvir-FBgn0230226	dpse-FBgn0182669	dsec-FBgn0112514			dyak-GE12483	dsim-GD10906	dere-GG20323		
dmel-FBgn0033757	dana-FBgn0141807	dvir-FBgn0088508	dpse-FBgn0207180	dsec-FBgn0081326	dwil-FBgn0175232	dper-FBgn0225043	dyak-FBgn0157719	dsim-FBgn0231110	dere-FBgn0197108	dgri-FBgn0114737	dmoj-FBgn0128170
dmel-FBgn0033760	dana-FBgn0143886	dvir-FBgn0088506	dpse-FBgn0208140	dsec-FBgn0081309	dwil-FBgn0175229	dper-FBgn0223725	dyak-FBgn0148641	dsim-FBgn0231107	dere-FBgn0197105	dgri-FBgn0114734	dmoj-FBgn0130100
dmel-FBgn0033761	dana-FBgn0143885	dvir-FBgn0088505	dpse-FBgn0208139	dsec-FBgn0081302	dwil-FBgn0175228	dper-FBgn0217917	dyak-FBgn0148640	dsim-FBgn0231106	dere-FBgn0197104	dgri-FBgn0114733	dmoj-FBgn0130098
dmel-FBgn0033762	dana-FBgn0141225	dvir-FBgn0090433	dpse-FBgn0208478	dsec-FBgn0081211	dwil-FBgn0176296	dper-FBgn0217673	dyak-FBgn0148686	dsim-FBgn0230229	dere-FBgn0182673	dgri-FBgn0112518	dmoj-FBgn0130157
dmel-FBgn0033763	dana-FBgn0141226	dvir-FBgn0090434	dpse-FBgn0208479	dsec-FBgn0081223	dwil-FBgn0176297	dper-FBgn0217674	dyak-FBgn0148687	dsim-FBgn0230230	dere-FBgn0182674	dgri-FBgn0112519	dmoj-FBgn0130158
dmel-FBgn0033766	dana-FBgn0142654	dvir-FBgn0088501	dpse-FBgn0202283	dsec-FBgn0081296	dwil-FBgn0175225	dper-FBgn0223599	dyak-FBgn0155336	dsim-FBgn0231103	dere-FBgn0197101	dgri-FBgn0114729	dmoj-FBgn0127423
dmel-FBgn0033767	dana-FBgn0142369	dvir-FBgn0088847	dpse-FBgn0202198	dsec-FBgn0072126	dwil-FBgn0176298	dper-FBgn0223604	dyak-FBgn0154338	dsim-FBgn0230231	dere-FBgn0182675	dgri-FBgn0112520	dmoj-FBgn0129386
dmel-FBgn0033769	dana-FBgn0142651	dvir-FBgn0090130	dpse-FBgn0202280	dsec-FBgn0246278	dwil-FBgn0175222	dper-FBgn0223673	dyak-FBgn0155333	dsim-FBgn0231100	dere-FBgn0197097	dgri-FBgn0114726	dmoj-FBgn0127419
dmel-FBgn0033770	dana-FBgn0142371	dvir-FBgn0088848	dpse-FBgn0202199	dsec-FBgn0071688	dwil-FBgn0176299	dper-FBgn0279265	dyak-FBgn0154339	dsim-FBgn0230232	dere-FBgn0182677	dgri-FBgn0112521	dmoj-FBgn0129387
dmel-FBgn0033773	dana-FBgn0142648	dvir-FBgn0090129	dpse-FBgn0202279	dsec-FBgn0081293	dwil-FBgn0175221	dper-FBgn0223672	dyak-FBgn0155331	dsim-FBgn0231099	dere-FBgn0197096	dgri-FBgn0114725	dmoj-FBgn0127418
dmel-FBgn0033774	dana-FBgn0281300	dvir-FBgn0142046	dpse-FBgn0089952	dsec-FBgn0209299	dwil-FBgn0071641	dper-FBgn0176305	dyak-FBgn0225307	dsim-FBgn0154618	dere-FBgn0068465	dgri-FBgn0182682	dmoj-FBgn0112527
dmel-FBgn0033775	dana-FBgn0142958	dvir-FBgn0142957	dpse-FBgn0089044	dsec-FBgn0207311	dwil-FBgn0207312	dper-FBgn0074592	dyak-FBgn0175217	dsim-FBgn0216540	dere-FBgn0155060	dgri-FBgn0231097	dmoj-FBgn0197091
dmel-FBgn0033777	dana-FBgn0142954	dvir-FBgn0089040	dpse-FBgn0207308	dsec-FBgn0074590	dwil-FBgn0175213	dper-FBgn0222876	dyak-FBgn0155056	dsim-FBgn0231093	dere-FBgn0197088	dgri-FBgn0114716	dmoj-FBgn0127592
dmel-FBgn0033778	dana-FBgn0143795	dvir-FBgn0089039	dpse-FBgn0209101	dsec-FBgn0077697	dwil-FBgn0175212	dper-FBgn0222875	dyak-FBgn0155055	dsim-FBgn0231092	dere-FBgn0197087	dgri-FBgn0114715	dmoj-FBgn0127981
dmel-FBgn0033781	dana-FBgn0142711	dvir-FBgn0089962	dpse-FBgn0208360	dsec-FBgn0072247	dwil-FBgn0176314	dper-FBgn0222764	dyak-FBgn0154765	dsim-FBgn0230243	dere-FBgn0182694	dgri-FBgn0112537	dmoj-FBgn0127768
dmel-FBgn0033782	dana-FBgn0142712	dvir-FBgn0089964	dpse-FBgn0208361	dsec-FBgn0077740	dwil-FBgn0176315	dper-FBgn0222765	dyak-FBgn0154766	dsim-FBgn0230244	dere-FBgn0182695	dgri-FBgn0112538	dmoj-FBgn0120472
dmel-FBgn0033783	dana-FBgn0142312	dvir-FBgn0089035	dpse-FBgn0208284	dsec-FBgn0074302	dwil-FBgn0175208	dper-FBgn0222872	dyak-FBgn0154921	dsim-FBgn0231089	dere-FBgn0197084	dgri-FBgn0114711	dmoj-FBgn0129066
dmel-FBgn0033784	dana-FBgn0142311	dvir-FBgn0089034	dpse-FBgn0208283	dsec-FBgn0072251	dwil-FBgn0175207	dper-FBgn0222871	dyak-FBgn0154920	dsim-FBgn0231088	dere-FBgn0197083	dgri-FBgn0114710	dmoj-FBgn0129064
dmel-FBgn0033785	dana-FBgn0142713	dvir-FBgn0089965	dpse-FBgn0208362	dsec-FBgn0072249	dwil-FBgn0176316	dper-FBgn0222766	dyak-FBgn0154593	dsim-FBgn0230245	dere-FBgn0269319	dgri-FBgn0112539	dmoj-FBgn0127770
dmel-FBgn0033787	dana-FBgn0142714	dvir-FBgn0089966	dpse-FBgn0208363	dsec-FBgn0246128	dwil-FBgn0176317	dper-FBgn0222767	dyak-FBgn0149094	dsim-FBgn0230246	dere-FBgn0182697	dgri-FBgn0112540	dmoj-FBgn0127771
dmel-FBgn0033788	dana-FBgn0142304	dvir-FBgn0089028	dpse-FBgn0208275	dsec-FBgn0072252	dwil-FBgn0175200	dper-FBgn0175199	dyak-FBgn0223631	dsim-FBgn0148201	dere-FBgn0148200	dgri-FBgn0231081	dmoj-FBgn0068442
dmel-FBgn0033789	dana-FBgn0142304	dvir-FBgn0089028	dpse-FBgn0208275	dsec-FBgn0072252	dwil-FBgn0175200	dper-FBgn0175199	dyak-FBgn0223631	dsim-FBgn0148201	dere-FBgn0148200	dgri-FBgn0231081	dmoj-FBgn0068442
dmel-FBgn0033791	dana-FBgn0142303	dvir-FBgn0089027	dpse-FBgn0208274	dsec-FBgn0208365	dwil-FBgn0245813	dper-FBgn0175198	dyak-FBgn0176321	dsim-FBgn0223630	dere-FBgn0148198	dgri-FBgn0149099	dmoj-FBgn0231080
dmel-FBgn0033792	dana-FBgn0095773	dvir-FBgn0248192	dpse-FBgn0248191	dsec-FBgn0176323	dwil-FBgn0178422	dper-FBgn0230252	dyak-FBgn0241087	dsim-FBgn0182702	dere-FBgn0189900	dgri-FBgn0104710	
dmel-FBgn0033793	dana-FBgn0142301	dvir-FBgn0089026	dpse-FBgn0208273	dsec-FBgn0249238	dwil-FBgn0175197	dper-FBgn0223628	dyak-FBgn0148197	dsim-FBgn0231079	dere-FBgn0197073	dgri-FBgn0114700	dmoj-FBgn0129055
dmel-FBgn0033794	dana-FBgn0142300	dvir-FBgn0089022	dpse-FBgn0208272	dsec-FBgn0072254	dwil-FBgn0175196	dper-FBgn0223627	dyak-FBgn0148196	dsim-FBgn0231078	dere-FBgn0197072	dgri-FBgn0114699	dmoj-FBgn0129053
dmel-FBgn0033799	dana-FBgn0142296	dvir-FBgn0089018	dpse-FBgn0208267	dsec-FBgn0078298	dwil-FBgn0175192	dper-FBgn0223624	dyak-FBgn0148453	dsim-FBgn0231075	dere-FBgn0190132	dgri-FBgn0114694	dmoj-FBgn0129049
dmel-FBgn0033802	dana-FBgn0141138	dvir-FBgn0096830	dpse-FBgn0175191	dsec-FBgn0223390	dwil-FBgn0155278	dper-FBgn0231073	dyak-FBgn0132415			dgri-GH24960	dmoj-GI18399
dmel-FBgn0033806	dana-FBgn0143993	dvir-FBgn0088985	dpse-FBgn0208002	dsec-FBgn0078309	dwil-FBgn0176331	dper-FBgn0219911	dyak-FBgn0154406	dsim-FBgn0230260	dere-FBgn0182712	dgri-FBgn0112554	dmoj-FBgn0125016
dmel-FBgn0033807	dana-FBgn0141133	dvir-FBgn0089997	dpse-FBgn0208597	dsec-FBgn0071560	dwil-FBgn0175183	dper-FBgn0219890	dyak-FBgn0148119	dsim-FBgn0231065	dere-FBgn0197190	dgri-FBgn0114685	dmoj-FBgn0132375
dmel-FBgn0033808	dana-FBgn0143994	dvir-FBgn0274034	dpse-FBgn0208003	dsec-FBgn0078319	dwil-FBgn0176332	dper-FBgn0219912	dyak-FBgn0149165	dsim-FBgn0230261	dere-FBgn0182713	dgri-FBgn0112555	dmoj-FBgn0130337
dmel-FBgn0033809	dana-FBgn0141132	dvir-FBgn0089996	dpse-FBgn0208596	dsec-FBgn0078321	dwil-FBgn0175182	dper-FBgn0219889	dyak-FBgn0148118	dsim-FBgn0231064	dere-FBgn0197061	dgri-FBgn0114684	dmoj-FBgn0130366
dmel-FBgn0033810	dana-FBgn0141196	dvir-FBgn0089995	dpse-FBgn0208664	dsec-FBgn0078331	dwil-FBgn0175181	dper-FBgn0223316	dyak-FBgn0148117	dsim-FBgn0231061	dere-FBgn0197060	dgri-FBgn0114683	dmoj-FBgn0130428
dmel-FBgn0033812	dana-FBgn0141502	dvir-FBgn0089993	dpse-FBgn0208905	dsec-FBgn0078344	dwil-FBgn0175179	dper-FBgn0223314	dyak-FBgn0148115	dsim-FBgn0231059	dere-FBgn0197058	dgri-FBgn0114681	dmoj-FBgn0128630
dmel-FBgn0033813	dana-FBgn0142806	dvir-FBgn0090709	dpse-FBgn0208297	dsec-FBgn0071847	dwil-FBgn0176336	dper-FBgn0215207	dyak-FBgn0148802	dsim-FBgn0230264	dere-FBgn0182716	dgri-FBgn0112559	dmoj-FBgn0129079
dmel-FBgn0033814	dana-FBgn0142189	dvir-FBgn0088239	dpse-FBgn0208334	dsec-FBgn0078348	dwil-FBgn0175178	dper-FBgn0216093	dyak-FBgn0148517	dsim-FBgn0231058	dere-FBgn0197057	dgri-FBgn0114680	dmoj-FBgn0127744
dmel-FBgn0033815	dana-FBgn0142807	dvir-FBgn0090710	dpse-FBgn0208298	dsec-FBgn0078353	dwil-FBgn0176337	dper-FBgn0216094	dyak-FBgn0148803	dsim-FBgn0230265	dere-FBgn0182717	dgri-FBgn0112560	dmoj-FBgn0129080
dmel-FBgn0033816	dana-FBgn0142188	dvir-FBgn0088238	dpse-FBgn0208333	dsec-FBgn0246355	dwil-FBgn0175177	dper-FBgn0215206	dyak-FBgn0148024	dsim-FBgn0231057	dere-FBgn0197056	dgri-FBgn0114679	dmoj-FBgn0127743
dmel-FBgn0033817	dana-FBgn0142808	dvir-FBgn0090711	dpse-FBgn0208299	dsec-FBgn0078361	dwil-FBgn0176338	dper-FBgn0219976	dyak-FBgn0148611	dsim-FBgn0230266	dere-FBgn0182718	dgri-FBgn0112561	dmoj-FBgn0129081
dmel-FBgn0033818	dana-FBgn0088237	dvir-FBgn0175176	dpse-FBgn0231055	dsec-FBgn0197054	dwil-FBgn0114678		dyak-GE13376	dsim-GD25773	dere-GG22507		
dmel-FBgn0033819	dana-FBgn0142186	dvir-FBgn0142185	dpse-FBgn0088236	dsec-FBgn0208331	dwil-FBgn0078381	dper-FBgn0175175	dyak-FBgn0219829	dsim-FBgn0148714	dere-FBgn0231054	dgri-FBgn0197053	dmoj-FBgn0114677
dmel-FBgn0033820	dana-FBgn0090713	dvir-FBgn0208301	dpse-FBgn0245956	dsec-FBgn0176340	dwil-FBgn0219978	dper-FBgn0148613	dyak-FBgn0068304	dsim-FBgn0064367	dere-FBgn0112563		
dmel-FBgn0033821	dana-FBgn0273467	dvir-FBgn0176341	dpse-FBgn0230267	dsec-FBgn0068497	dwil-FBgn0182720		dyak-GE12532; GE12534	dsim-GD10958			
dmel-FBgn0033826	dana-FBgn0142182	dvir-FBgn0088234	dpse-FBgn0208329	dsec-FBgn0078394	dwil-FBgn0175170	dper-FBgn0219825	dyak-FBgn0148712	dsim-FBgn0231050	dere-FBgn0197050	dgri-FBgn0114673	dmoj-FBgn0127740
dmel-FBgn0033827	dana-FBgn0142816	dvir-FBgn0090716	dpse-FBgn0208305	dsec-FBgn0074322	dwil-FBgn0176345	dper-FBgn0219982	dyak-FBgn0148617	dsim-FBgn0230271	dere-FBgn0182723	dgri-FBgn0112566	dmoj-FBgn0129086
dmel-FBgn0033828	dana-FBgn0142181	dvir-FBgn0088233	dpse-FBgn0208328	dsec-FBgn0074323	dwil-FBgn0175169	dper-FBgn0148710	dyak-FBgn0231048	dsim-FBgn0197048	dere-FBgn0114671	dgri-FBgn0127738	dmoj-GI19443
dmel-FBgn0033830	dana-FBgn0142179	dvir-FBgn0088232	dpse-FBgn0208327	dsec-FBgn0070633	dwil-FBgn0175168	dper-FBgn0219983	dyak-FBgn0148709	dsim-FBgn0231047	dere-FBgn0197046	dgri-FBgn0114670	dmoj-FBgn0127737
dmel-FBgn0033834	dana-FBgn0142177	dvir-FBgn0088229	dpse-FBgn0208325	dsec-FBgn0246976	dwil-FBgn0175166	dper-FBgn0219820	dyak-FBgn0148705	dsim-FBgn0231045	dere-FBgn0268211	dgri-FBgn0114668	dmoj-FBgn0131207
dmel-FBgn0033836	dana-FBgn0136773	dvir-FBgn0088228	dpse-FBgn0206933	dsec-FBgn0246353	dwil-FBgn0175165	dper-FBgn0212756	dyak-FBgn0148013	dsim-FBgn0231044	dere-FBgn0197044	dgri-FBgn0114666	dmoj-FBgn0120025
dmel-FBgn0033842	dana-FBgn0144066	dvir-FBgn0088222	dpse-FBgn0206823	dsec-FBgn0079265	dwil-FBgn0175158	dper-FBgn0217923	dyak-FBgn0154675	dsim-FBgn0231038	dere-FBgn0197038	dgri-FBgn0114659	dmoj-FBgn0130608
dmel-FBgn0033844	dana-FBgn0144064	dvir-FBgn0088221	dpse-FBgn0206822	dsec-FBgn0079295	dwil-FBgn0175157	dper-FBgn0212675	dyak-FBgn0154674	dsim-FBgn0231037	dere-FBgn0197037	dgri-FBgn0114658	dmoj-FBgn0130083
dmel-FBgn0033845	dana-FBgn0141071	dvir-FBgn0090724	dpse-FBgn0206900	dsec-FBgn0074335	dwil-FBgn0176352	dper-FBgn0217962	dyak-FBgn0155007	dsim-FBgn0230279	dere-FBgn0270204	dgri-FBgn0112574	dmoj-FBgn0130619
dmel-FBgn0033846	dana-FBgn0144062	dvir-FBgn0090726	dpse-FBgn0206820	dsec-FBgn0079328	dwil-FBgn0176353	dper-FBgn0217965	dyak-FBgn0155009	dsim-FBgn0230281	dere-FBgn0182730	dgri-FBgn0112576	dmoj-FBgn0130081
dmel-FBgn0033848	dana-FBgn0141072	dvir-FBgn0274441	dpse-FBgn0090727	dsec-FBgn0206901	dwil-FBgn0246201	dper-FBgn0176355	dyak-FBgn0217966	dsim-FBgn0250769	dere-FBgn0230282	dgri-FBgn0182731	dmoj-FBgn0112577
dmel-FBgn0033850	dana-FBgn0141073	dvir-FBgn0090728	dpse-FBgn0206902	dsec-FBgn0072257	dwil-FBgn0176356	dper-FBgn0217967	dyak-FBgn0155013	dsim-FBgn0230283	dere-FBgn0182732	dgri-FBgn0112579	dmoj-FBgn0123180
dmel-FBgn0033851	dana-FBgn0141074	dvir-FBgn0090729	dpse-FBgn0206903	dsec-FBgn0072258	dwil-FBgn0176357	dper-FBgn0217969	dyak-FBgn0155014	dsim-FBgn0230284	dere-FBgn0182733	dgri-FBgn0112580	dmoj-FBgn0123191
dmel-FBgn0033853	dana-FBgn0144059	dvir-FBgn0088218	dpse-FBgn0206816	dsec-FBgn0245747	dwil-FBgn0175153	dper-FBgn0217615	dyak-FBgn0154671	dsim-FBgn0231033	dere-FBgn0197035	dgri-FBgn0114654	dmoj-FBgn0130091
dmel-FBgn0033855	dana-FBgn0141076	dvir-FBgn0090731	dpse-FBgn0206905	dsec-FBgn0072259	dwil-FBgn0176359	dper-FBgn0217971	dyak-FBgn0155017	dsim-FBgn0230286	dere-FBgn0182736	dgri-FBgn0112582	dmoj-GI18337
dmel-FBgn0033856	dana-FBgn0281730	dvir-FBgn0090732	dpse-FBgn0204907	dsec-FBgn0282285	dwil-FBgn0245601	dper-FBgn0176360	dyak-FBgn0217972	dsim-FBgn0155069	dere-FBgn0230287	dgri-FBgn0182737	dmoj-FBgn0112583
dmel-FBgn0033859	dana-FBgn0141367	dvir-FBgn0090733	dpse-FBgn0208756	dsec-FBgn0079429	dwil-FBgn0176361	dper-FBgn0176362	dyak-FBgn0217974	dsim-FBgn0155070	dere-FBgn0230288	dgri-FBgn0270911	dmoj-FBgn0112584
dmel-FBgn0033860	dana-FBgn0141368	dvir-FBgn0090734	dpse-FBgn0208757	dsec-FBgn0074933	dwil-FBgn0245943	dper-FBgn0176363	dyak-FBgn0217977	dsim-FBgn0148581	dere-FBgn0230289	dgri-FBgn0182739	dmoj-FBgn0112585
dmel-FBgn0033861	dana-FBgn0141369	dvir-FBgn0088208	dpse-FBgn0207838	dsec-FBgn0071699	dwil-FBgn0175142	dper-FBgn0219947	dyak-FBgn0154607	dsim-FBgn0231025	dere-FBgn0197027	dgri-FBgn0114646	dmoj-GI18630
dmel-FBgn0033862	dana-FBgn0088207	dvir-FBgn0175141	dpse-FBgn0231024	dsec-FBgn0197026	dwil-FBgn0114645		dyak-GE13344	dsim-GD25744	dere-GG22474		
dmel-FBgn0033863	dana-FBgn0280486	dvir-FBgn0281450	dpse-FBgn0274104	dsec-FBgn0282982	dwil-FBgn0282819	dper-FBgn0279457	dyak-FBgn0277346	dsim-FBgn0269995	dere-FBgn0277843		dmoj-GI25749; GI26713
dmel-FBgn0033864	dana-FBgn0275593	dvir-FBgn0269503	dpse-FBgn0278386				dyak-GE27438	dsim-GD28213	dere-GG27081		
dmel-FBgn0033865	dana-FBgn0088206	dvir-FBgn0245603	dpse-FBgn0175140	dsec-FBgn0155072	dwil-FBgn0231023	dper-FBgn0197025	dyak-FBgn0114644	dsim-GD25743	dere-GG22473		
dmel-FBgn0033866	dana-FBgn0141371	dvir-FBgn0273892	dpse-FBgn0208763	dsec-FBgn0079480	dwil-FBgn0176366	dper-FBgn0278750	dyak-FBgn0155074	dsim-FBgn0230291	dere-FBgn0182741	dgri-FBgn0112588	dmoj-FBgn0128492
dmel-FBgn0033867	dana-FBgn0141372	dvir-FBgn0090736	dpse-FBgn0208764	dsec-FBgn0072263	dwil-FBgn0176368	dper-FBgn0219853	dyak-FBgn0155075	dsim-FBgn0230292	dere-FBgn0182742	dgri-FBgn0112590	dmoj-FBgn0128494
dmel-FBgn0033868	dana-FBgn0143712	dvir-FBgn0134234	dpse-FBgn0088205	dsec-FBgn0087637	dwil-FBgn0200887	dper-FBgn0207835	dyak-FBgn0076666	dsim-FBgn0072265	dere-FBgn0180072	dgri-FBgn0175139	dmoj-FBgn0219944
dmel-FBgn0033869	dana-FBgn0141373	dvir-FBgn0090737	dpse-FBgn0208765	dsec-FBgn0079499	dwil-FBgn0176369	dper-FBgn0219854	dyak-FBgn0155076	dsim-FBgn0230293	dere-FBgn0182743	dgri-FBgn0112591	dmoj-FBgn0128495
dmel-FBgn0033871	dana-FBgn0141377	dvir-FBgn0090739	dpse-FBgn0208770	dsec-FBgn0072264	dwil-FBgn0176371	dper-FBgn0219857	dyak-FBgn0155078	dsim-FBgn0068440	dere-FBgn0182745	dgri-FBgn0112593	dmoj-FBgn0128498
dmel-FBgn0033872	dana-FBgn0141378	dvir-FBgn0090740	dpse-FBgn0208771	dsec-FBgn0079511	dwil-FBgn0176372	dper-FBgn0219858	dyak-FBgn0155079	dsim-FBgn0230295	dere-FBgn0182746	dgri-FBgn0112594	dmoj-FBgn0128499
dmel-FBgn0033873	dana-FBgn0143709	dvir-FBgn0088203	dpse-FBgn0207833	dsec-FBgn0079516	dwil-FBgn0175137	dper-FBgn0219940	dyak-FBgn0219938	dsim-FBgn0219939	dere-FBgn0154602	dgri-FBgn0231020	dmoj-FBgn0197022
dmel-FBgn0033874	dana-FBgn0141379	dvir-FBgn0090741	dpse-FBgn0208772	dsec-FBgn0245604	dwil-FBgn0176373	dper-FBgn0219859	dyak-FBgn0155080	dsim-FBgn0230296	dere-FBgn0182747	dgri-FBgn0112595	dmoj-FBgn0128500
dmel-FBgn0033875	dana-FBgn0274906	dvir-FBgn0208773	dpse-FBgn0245605	dsec-FBgn0176374	dwil-FBgn0279203	dper-FBgn0164531	dyak-FBgn0164532	dsim-FBgn0155081	dere-FBgn0230298	dgri-FBgn0182748	dmoj-FBgn0112596
dmel-FBgn0033876	dana-FBgn0143708	dvir-FBgn0088202	dpse-FBgn0207832	dsec-FBgn0070629	dwil-FBgn0175136	dper-FBgn0219937	dyak-FBgn0154600	dsim-FBgn0231018	dere-FBgn0197021	dgri-FBgn0114638	dmoj-FBgn0128329
dmel-FBgn0033879	dana-FBgn0143707	dvir-FBgn0088201	dpse-FBgn0207831	dsec-FBgn0079669	dwil-FBgn0175135	dper-FBgn0219936	dyak-FBgn0154599	dsim-FBgn0068271	dere-FBgn0197020	dgri-FBgn0114637	dmoj-FBgn0128327
dmel-FBgn0033880	dana-FBgn0088200	dvir-FBgn0079677	dpse-FBgn0175134	dsec-FBgn0219935	dwil-FBgn0154598	dper-FBgn0231017	dyak-FBgn0197019	dsim-FBgn0114636	dere-GG22465		
dmel-FBgn0033883	dana-FBgn0143705	dvir-FBgn0088198	dpse-FBgn0207829	dsec-FBgn0246372	dwil-FBgn0175132	dper-FBgn0223336	dyak-FBgn0154596	dsim-FBgn0231015	dere-FBgn0197017	dgri-FBgn0114634	dmoj-FBgn0128325
